번호,야영장명,사업주체_구분,도,시군구,주소,연락처 앞자리,연락처 중간자리,연락처 끝자리,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
3222,루체른,,경기도,가평군,경기 가평군 조종면 운악청계로333번길 19,,,,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-23,,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설",계곡 물놀이,0,0,0,0,"여름물놀이,가을단풍명소",,가능
3223,윈드밸리 야영장,민간,강원도,양양군,강원 양양군 서면 구룡령로 1158,33,672,7279,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-24,개별,"전기,무선인터넷,장작판매,온수",계곡 물놀이,0,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소",,가능
3224,이스트 몽 블루 카라반 캠핑,민간,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 종달동길 73-1,64,783,7569,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2022-11-28,개별,"무선인터넷,장작판매,트렘폴린,물놀이장","수상레저,해수욕",0,0,0,0,일출명소,,가능(소형견)
3225,연화동권역 야영장,지자체,경상남도,의령군,경상남도 의령군 낙서면 여의리 287-5 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-30,,,,0,0,0,0,,,
3226,쏘쿨이네 글램핑,민간,경기도,포천시,경기 포천시 이동면 화동로 2359,,,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-01,개별,"전기,무선인터넷,장작판매,온수,물놀이장",계곡 물놀이,0,0,0,0,"여름물놀이,가을단풍명소,겨울눈꽃명소",,가능(소형견)
3227,대양 야영장,민간,경상북도,칠곡군,경북 칠곡군 가산면 호국로 1252-21,54,972,4062,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-08,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로",6,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,가능(소형견)
3228,알맹이캠핑,민간,경기도,포천시,경기 포천시 내촌면 금강로3046번길 106,31,535,990,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,2022-12-14,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설",,0,0,0,0,"가을단풍명소,겨울눈꽃명소",,가능
3229,가나캠핑장,민간,경상북도,경주시,경북 경주시 내남면 안심길 357,54,749,9797,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0,2022-12-06,개별,"전기,무선인터넷,장작판매,온수,산책로,운동시설","계곡 물놀이,산책로,어린이놀이시설",15,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,가능(소형견)
3230,주식회사 수피아 캠핑체험장,민간,대전광역시,유성구,대전 유성구 갑동로15번길 32 (갑동),42,822,6876,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-08,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","계곡 물놀이,산책로",12,0,0,7,걷기길,,가능(소형견)
3231,캠핑 굄성,민간,충청남도,홍성군,충남 홍성군 홍북읍 홍북로 810,507,1448,1232,12,20,0,0,0,0,0,0,0,0,0,0,6,8,6,2022-12-21,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점",산책로,11,0,0,0,"여름물놀이,걷기길",릴선,가능(소형견)
3232,GO(지오)글램핑,민간,충청북도,괴산군,충북 괴산군 청천면 대티길 284,507,1427,350,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-08,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설","계곡 물놀이,산책로",5,0,0,5,"여름물놀이,가을단풍명소",,가능
3233,그라디언트,,경상북도,칠곡군,경북 칠곡군 동명면 구남로 93,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-05,,,,0,0,0,0,,,
3234,노섬브리아 야영장,민간,강원도,횡성군,강원 횡성군 둔내면 청태산로154번길 220-40,,,,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2022-12-05,개별,"전기,무선인터넷,장작판매",계곡 물놀이,0,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소",,불가능
3235,비니비니글램핑,민간,경기도,포천시,경기 포천시 내촌면 금강로 2625-37,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-07,개별,"전기,무선인터넷,장작판매,운동시설",,0,0,0,0,겨울눈꽃명소,,불가능
3236,하동노량투다리오토캠핑장,민간,경상남도,하동군,경남 하동군 금남면 노량해안길 129,507,1306,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-12,,,,0,0,0,0,,,
3237,비토애 럭셔리글램핑 나주점,민간,전라남도,나주시,전남 나주시 산포면 산남로 67-47,,,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-12,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",17,0,0,17,여름물놀이,,불가능
3238,통영에코파크,민간,경상남도,통영시,경남 통영시 산양읍 연대길 123,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-13,개별,,,0,0,0,0,,,불가능
3239,레이크202 캠핑장,민간,경기도,안성시,경기 안성시 죽산면 용설호수길 202,507,1320,7285,0,26,4,0,0,0,0,0,0,0,0,0,25,1,0,2022-12-13,개별,"전기,무선인터넷,장작판매,온수,물놀이장",낚시,0,0,0,0,봄꽃여행,,가능
3240,낭성 캠핑장,민간,충청북도,청주시,충북 청주시 상당구 낭성면 호정전하울길 99-50,507,1374,6258,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,2022-12-16,,"전기,무선인터넷,장작판매,물놀이장,운동시설,마트_편의점",산책로,20,0,0,0,"봄꽃여행,여름물놀이",,가능
3241,하늘아래 캠핑,민간,충청남도,보령시,충남 보령시 오천면 원산도6길 47-70,41,936,2604,0,4,0,2,0,0,0,0,0,0,0,0,4,0,0,2022-12-16,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터","산책로,수상레저,낚시,해수욕,청소년체험시설",4,0,0,2,"일몰명소,수상레저,낚시,여름물놀이,걷기길",,가능(소형견)
3242,타닥타닥캠핑장,민간,충청북도,괴산군,충북 괴산군 청천면 도경로후영5길 79-5,507,1337,4166,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,2022-12-22,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로,어린이놀이시설",6,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,가능(소형견)
3243,스토리숲(story숲),민간,경기도,포천시,경기 포천시 화현면 봉화로 201-80,,,,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,2022-12-20,개별,"전기,무선인터넷,장작판매,물놀이장,운동시설",,0,0,0,0,"가을단풍명소,겨울눈꽃명소",,가능
3244,별품은 숲속 캠핑장,민간,경상북도,칠곡군,경북 칠곡군 동명면 구남로 309,54,977,4242,0,17,0,0,0,0,0,0,0,0,0,0,4,7,4,2022-12-20,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설","계곡 물놀이,산책로",9,0,0,0,걷기길,,
3245,웰빙문화테마마을,지자체,경상북도,영덕군,영덕군 남정면 남호리 산26번지,54,730,6513,11,0,0,5,0,0,0,0,0,0,0,0,11,0,0,2022-12-20,,,,0,0,0,0,,,
3246,고흥만 수변노을공원 오토캠핑장,지자체,전라남도,고흥군,전남 고흥군 도덕면 고흥만로 1106,1668,1141,,90,0,0,0,0,0,6,8,0,8,12,0,70,20,0,2024-09-04,개별,"전기,온수,산책로,운동장,운동시설",,90,0,0,0,"일몰명소,수상레저,액티비티,여름물놀이,걷기길",,가능
3247,세제골농원 숲속야영장,민간,충청남도,아산시,충남 아산시 영인면 윤보선로 52-16,,,,0,30,0,0,0,0,0,0,0,0,0,0,26,4,0,2022-12-20,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,청소년체험시설,어린이놀이시설",0,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,걷기길",,가능
3248,쌍근오토캠핑장,지자체,경상남도,거제시,경남 거제시 남부면 남부해안로 1054,,,,16,0,0,0,0,0,5,0,0,7,0,0,16,0,0,2022-12-21,,,,0,0,0,0,,,
3249,가평 아이섬 풀 글램핑,민간,경기도,가평군,경기 가평군 북면 꽃넘이길 115-115,,,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-22,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",계곡 물놀이,0,0,0,0,"여름물놀이,가을단풍명소",,가능(소형견)
3250,원더풀 글램핑 앤 카라반,민간,경기도,가평군,경기 가평군 상면 임초밤안골로 117-27,,,,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,2022-12-22,,,,0,0,0,0,,,
3251,가평 물소리 캠핑장,민간,경기도,가평군,경기 가평군 조종면 명지산로 345,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-22,,,,0,0,0,0,,,
3252,아인글램핑,민간,경기도,가평군,경기 가평군 북면 제령아랫말길 67-30,2,2157,2844,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린",계곡 물놀이,0,0,0,0,여름물놀이,,가능
3253,안면도힐링캠핑장,민간,충청남도,태안군,충남 태안군 안면읍 갯개길 39,,,,0,18,0,0,0,0,0,0,0,0,0,0,10,8,0,2022-12-23,개별,"전기,온수,물놀이장,놀이터,마트_편의점","산책로,수상레저,낚시,해수욕,청소년체험시설",9,0,0,0,,릴선,가능(소형견)
3254,온더비치 글램핑,민간,인천광역시,옹진군,인천 옹진군 영흥면 선재로306번길 27-125,,,,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-23,,"전기,무선인터넷,장작판매,온수,운동시설",해수욕,0,0,0,0,"일몰명소,낚시,여름물놀이,걷기길",,가능
3255,다도해해상국립공원 구계등야영장,국립공원,전라남도,완도군,전남 완도군 완도읍 구계등길 47-1,61,554,2230,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2022-12-26,개별,"전기,온수,놀이터","산책로,해수욕",14,0,0,0,"일몰명소,여름물놀이,걷기길",,가능
3256,고래캠핑,민간,전라남도,무안군,전남 무안군 해제면 참새골길 30,61,453,7333,0,24,3,0,2,0,0,0,0,0,0,0,6,18,2,2022-12-27,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","산책로,수상레저,낚시,해수욕",30,0,0,3,"일몰명소,수상레저,낚시,액티비티,여름물놀이,걷기길",,가능
3257,하늘숲 오토캠핑장,민간,전라북도,완주군,전북 완주군 동상면 대아수목로 439-2,,,,0,23,0,0,0,0,0,0,0,0,0,0,7,15,0,2022-12-27,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로",12,0,0,0,여름물놀이,,가능
3258,한솔 스테이,민간,경기도,연천군,경기 연천군 장남면 장백로278번길 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-28,,,,0,0,0,0,,,
3259,월현 포레스트,민간,강원도,횡성군,강원 횡성군 강림면 월안길 251,,,,3,50,1,0,0,0,8,8,7,10,7,6,20,30,4,2022-12-28,개별,"전기,무선인터넷,장작판매,온수,운동시설",,0,0,0,0,"가을단풍명소,겨울눈꽃명소",,가능
3260,더 코지 캠핑장,민간,충청남도,논산시,충남 논산시 노성면 노성로322번길 42-10,,,,0,33,0,0,0,0,0,0,0,0,0,0,30,2,1,2022-12-29,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점",산책로,20,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,가능
3261,일랑일랑 애견캠핑 앤 카라반,민간,경상북도,칠곡군,경북 칠곡군 왜관읍 강변대로 723,,,,16,17,0,6,0,0,12,10,0,10,8,0,9,7,1,2022-12-30,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","산책로,어린이놀이시설",15,0,0,6,여름물놀이,,가능
3262,이편한캠핑,민간,강원도,평창군,강원 평창군 봉평면 흥정계곡4길 211,,,,10,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2022-12-30,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,0,0,0,0,"여름물놀이,가을단풍명소",,가능(소형견)
3263,경안글로브,민간,경상북도,경주시,경북 경주시 강동면 새마을로 1124-50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-28,개별,,,7,1,1,0,,,불가능
3264,트라움 풀 빌라 글램핑&카라반,민간,경기도,가평군,경기 가평군 상면 임초리 92-2,507,1398,3223,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06,개별,"전기,장작판매,온수,물놀이장,마트_편의점","계곡 물놀이,산책로",23,0,0,23,"일출명소,일몰명소,여름물놀이,가을단풍명소,겨울눈꽃명소",화로대,불가능
3265,웻 자켓,민간,경기도,포천시,경기 포천시 이동면 늠바위길 201-3,507,1493,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-22,개별,,,0,0,0,0,,,불가능
3266,안양 산마을캠핑장,민간,경기도,안양시,경기 안양시 동안구 평촌대로 452-2 (비산동),507,1379,7772,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-12-14,개별,"전기,무선인터넷,장작판매,온수,마트_편의점","산책로,운동장",40,2,2,10,"일몰명소,걷기길","텐트,릴선,화로대,난방기구,식기",가능
3267,광양 해뜰 오토 캠핑장,민간,전라남도,광양시,전남 광양시 봉강면 신촌길 140,,,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-18,개별,"전기,장작판매,온수,물놀이장,마트_편의점","계곡 물놀이,산책로,농어촌체험시설",8,0,0,2,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",가능
3268,럭셔리풀빌라 글램핑 풀램핑,민간,경기도,가평군,경기 가평군 청평면 남이터길 52-35,507,1322,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-22,개별,,,0,0,0,0,,,불가능
3269,두랭이해변 오토 캠핑장,민간,전라남도,여수시,전남 여수시 율촌면 두언길 106-51,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-18,개별,,,0,0,0,0,,,불가능
3270,클럽아일랜드 글램핑카라반,민간,경기도,포천시,경기 포천시 신북면 지동길 199-10,70,7719,6882,20,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2023-01-03,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장","산책로,운동장",50,20,20,38,,화로대,불가능
3271,북한산 둘레캠프,민간,서울특별시,은평구,서울 은평구 연서로 608-2 (진관동),2,382,3392,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06,개별,"전기,무선인터넷,장작판매,온수,마트_편의점",산책로,20,0,0,13,,,불가능
3272,숲스토리야영장,민간,전라북도,진안군,전북 진안군 정천면 봉학로 419-30,,,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-20,개별,"전기,무선인터넷,장작판매,온수,물놀이장","계곡 물놀이,산책로,낚시,농어촌체험시설",9,1,1,0,"일출명소,일몰명소,낚시,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대",가능(소형견)
3273,산우물 북 캠핑장,민간,경기도,안성시,경기 안성시 양성면 산정산우물길 138,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-19,개별,,,0,0,0,0,,,불가능
3274,굿나잇 캠핑장,민간,강원도,홍천군,강원 홍천군 화촌면 도심리길 151,507,1341,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-11,개별,,,0,0,0,0,,,불가능
3275,테토양평캠핑장,민간,경기도,양평군,경기 양평군 단월면 분지울2길 6-4,2,525,3925,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,2023-01-17,개별,"전기,장작판매,온수,물놀이장,산책로,운동장,마트_편의점","계곡 물놀이,산책로,운동장,농어촌체험시설",16,0,0,5,,,불가능
3276,별하글램핑,민간,충청남도,공주시,충남 공주시 유구읍 구계연종길 108,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-27,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동장,마트_편의점","계곡 물놀이,운동장",13,0,3,7,"봄꽃여행,여름물놀이,가을단풍명소","텐트,릴선,화로대,난방기구,식기,침낭",불가능
3277,라포레소호,민간,울산광역시,울주군,울산 울주군 상북면 소호와리길 71-1,,,,35,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-19,개별,"전기,장작판매,온수,물놀이장,마트_편의점","계곡 물놀이,산책로,청소년체험시설,농어촌체험시설",35,2,2,35,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길","텐트,릴선,화로대,난방기구,식기,침낭",불가능
3278,오션힐즈 숲속야영장,민간,전라남도,고흥군,전남 고흥군 동일면 우주로 2933-5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-03,개별,,,0,0,0,0,,,불가능
3279,태봉왓,민간,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 가파로 101,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05,개별,,,0,0,0,0,,,불가능
3280,더파크캠핑,민간,경상북도,청도군,경상북도 청도군 운문면 마일리 244-1 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05,개별,,,0,0,0,0,,,불가능
3281,풍경캠핑장,민간,대구광역시,달성군,대구 달성군 가창면 가창동로4길 84-6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-05,개별,,,0,0,0,0,,,불가능
3282,밴프 야영장,민간,강원도,양양군,강원 양양군 서면 구룡령로 3080-70,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06,개별,,,0,0,0,0,,,불가능
3283,곡성 들말 야영장,민간,전라남도,곡성군,전남 곡성군 목사동면 평리2길 11-5,61,363,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06,개별,,,0,0,0,0,,,불가능
3284,그로브,민간,경기도,가평군,경기 가평군 설악면 유명로 1007-93,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-06,개별,,,0,0,0,0,,,불가능
3285,소나무세상,민간,강원도,춘천시,강원특별자치도 춘천시 사북면 사여골길 101,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-09,개별,"전기,무선인터넷,장작판매,온수",계곡 물놀이,6,0,0,6,,화로대,불가능
3286,선흘리캠핑장,민간,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 중산간동로 1063-24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-09,개별,,,0,0,0,0,,,불가능
3287,베네치아캠핑장,민간,경기도,포천시,경기 포천시 신북면 포천로2721번길 197-87,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-09,개별,,,0,0,0,0,,,불가능
3288,정선 달별빛 캠핑장,민간,강원도,정선군,강원도 정선군 여량면 유천리 723-5 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-09,개별,,,0,0,0,0,,,불가능
3289,제주올레캠핑,민간,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 평화로 2032-18,507,1402,9922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-10,개별,,,0,0,0,0,,,불가능
3290,Cherokeycamp,민간,충청남도,태안군,충남 태안군 남면 진산1길 277-143,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-17,개별,,,0,0,0,0,,,불가능
3291,명달 야영장,민간,경기도,양평군,경기 양평군 서종면 화서로 854-17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-17,개별,,,0,0,0,0,,,불가능
3292,사과꽃향기,민간,경상북도,영주시,경북 영주시 봉현면 소백로1411번길 26-30,,,,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-18,개별,"전기,무선인터넷,장작판매,온수,물놀이장,마트_편의점","계곡 물놀이,산책로,농어촌체험시설",5,0,0,0,"액티비티,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
3293,동호 국민여가캠핑장,국민여가,전라북도,고창군,전라북도 고창군 해리면 동호리 782-4 ,63,560,8695,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-18,불가,"전기,온수,마트_편의점","산책로,해수욕",35,0,0,0,여름물놀이,,불가능
3294,포천롯지카라반캠핑장,민간,경기도,포천시,경기 포천시 일동면 화동로 795-40,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-19,개별,,,0,0,0,0,,,불가능
3295,The Stay 309,민간,전라남도,여수시,전남 여수시 돌산읍 백초길 62,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-19,개별,,,0,0,0,0,,,불가능
3296,금동휴양림캠프1,민간,경기도,포천시,경기 포천시 신북면 탑신로1112번길 7-91,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-20,개별,,,0,0,0,0,,,불가능
3297,뉴얼리글램핑,민간,충청남도,천안시,충남 천안시 동남구 목천읍 서흥1길 54,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-20,개별,,,0,0,0,0,,,불가능
3298,구름품은 캠핑장,민간,강원도,영월군,강원 영월군 김삿갓면 솔숲길 503,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-20,개별,,,0,0,0,0,,,불가능
3299,진도 카멜리아 힐즈 오토캠핑장,민간,전라남도,진도군,전남 진도군 의신면 초전길 113,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-25,개별,,,0,0,0,0,,,불가능
3300,새말캠핑장,민간,강원도,횡성군,강원 횡성군 우천면 봉화로 281,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-27,개별,,,0,0,0,0,,,불가능
3301,귀촌 야영장,민간,강원도,횡성군,강원 횡성군 갑천면 병지방길 237,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-27,개별,,,0,0,0,0,,,불가능
3302,코알라캠핑장,민간,경기도,동두천시,경기 동두천시 천보산로 565-1 (탑동동),,,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-30,개별,물놀이장,,0,0,0,0,,,불가능
3303,캠핑 앨리스,민간,경기도,양평군,경기 양평군 양동면 양동로 1112,31,772,923,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2022-11-01,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장",산책로,30,2,2,30,"봄꽃여행,여름물놀이,걷기길","화로대,난방기구,식기,침낭",불가능
3304,산정호수 마루글램핑 카라반,민간,경기도,포천시,경기 포천시 영북면 산정호수로 1012-28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02,개별,,,0,0,0,0,,,불가능
3305,캠프뽀미에,민간,경상남도,밀양시,경남 밀양시 산내면 발례로 163,55,355,5255,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06,불가,"전기,장작판매,온수",,27,1,0,0,,,가능
3306,캠프그룬,국민여가,전라남도,완도군,전남 완도군 신지면 울몰길 51-5,,,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03,공동취사장,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트_편의점","산책로,수상레저,낚시,해수욕",20,0,0,23,,"릴선,화로대",불가능
3307,서초바글(바베큐글램핑),민간,서울특별시,서초구,서울 서초구 청계산로15길 4 (신원동),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02,개별,,,0,0,0,0,,,불가능
3308,청춘별곡,민간,경상남도,진주시,경남 진주시 금산면 금산순환로587번길 113,55,755,3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03,개별,,,0,0,0,0,,,불가능
3309,마운틴87,민간,강원도,홍천군,강원 홍천군 북방면 도사곡길 260,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03,개별,,,0,0,0,0,,,불가능
3310,208덕동 캠핑장,민간,충청북도,제천시,충북 제천시 백운면 덕동로 277,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-07,개별,,,0,0,0,0,,,불가능
3311,해브솔캠핑,민간,경상남도,밀양시,경남 밀양시 용평로5길 163 (용평동),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-09,개별,,,0,0,0,0,,,불가능
3312,달토 풀 글램핑,민간,경상북도,영덕군,경북 영덕군 병곡면 흰돌로 85-32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-09,개별,,,0,0,0,0,,,불가능
3313,하늘향기캠프,민간,경기도,포천시,경기 포천시 일동면 사기막길 214,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-10,개별,,,0,0,0,0,,,불가능
3314,우프캠프,민간,경기도,화성시,경기 화성시 향남읍 양석골길 40-39,507,1452,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-10,개별,,,0,0,0,0,,,가능
3315,힐링인더 포레스트,민간,강원도,영월군,강원 영월군 주천면 신흥동길 212,507,1377,8972,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-13,개별,"전기,온수,물놀이장,산책로,마트_편의점","산책로,강/물놀이,농어촌체험시설",7,0,0,0,"일출명소,여름물놀이,가을단풍명소",릴선,가능(소형견)
3316,홍천태극캠핑장,민간,강원도,홍천군,강원 홍천군 남면 응아지길 267,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-14,개별,,,0,0,0,0,,,불가능
3317,늘푸른캠핑장,민간,경상북도,청도군,경북 청도군 운문면 운문로 1430-2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-16,개별,,,0,0,0,0,,,불가능
3318,신두리세븐패밀리캠핑장,민간,충청남도,태안군,충남 태안군 원북면 신두해변길 244,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-21,개별,,,0,0,0,0,,,불가능
3319,충주 목계솔밭 캠핑장,지자체,충청북도,충주시,충북 충주시 중앙탑면 첨단산업로 1438,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-24,개별,,,0,0,0,0,,,불가능
3320,솔바람캠핑장,민간,경기도,용인시,경기 용인시 처인구 원삼면 보개원삼로2020번길 18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-24,개별,,,0,0,0,0,,,불가능
3321,하버드카라반,민간,인천광역시,옹진군,인천 옹진군 영흥면 영흥남로 297,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-24,개별,,,0,0,0,0,,,불가능
